player_name,team_name,match_no,tackles,recoveries,gk_saves
Hassan Altambakti,Saudi Arabia,37,2,3,0
Hassan Altambakti,Saudi Arabia,63,1,1,0
Hazem Mastouri,Tunisia,58,0,5,0
Hélio Varela,Cape Verde,39,0,1,0
Hélio Varela,Cape Verde,63,0,1,0
Hélio Varela,Cape Verde,87,0,1,0
Henrik Sælebakke Falchener,Norway,61,0,2,0
Hernan Galindez,Ecuador,11,0,7,3
Hernan Galindez,Ecuador,35,0,8,3
Hernan Galindez,Ecuador,56,0,7,2
Hernan Galindez,Ecuador,79,0,4,1
Hicham Boudaoui,Algeria,19,2,4,0
Hicham Boudaoui,Algeria,44,1,5,0
Hicham Boudaoui,Algeria,85,1,2,0
Hiroki Ito,Japan,10,0,0,0
Hiroki Ito,Japan,36,3,1,0
Hiroki Ito,Japan,57,1,5,0
Hiroki Ito,Japan,74,0,0,0
Homam Al-Amin,Qatar,5,1,0,0
Homam Al-Amin,Qatar,27,0,0,0
Hossam Abdelmaguid,Egypt,40,0,0,0
Hossam Abdelmaguid,Egypt,86,2,1,0
Hossein Kanaani,Iran,38,1,1,0
Hossein Kanaani,Iran,65,0,0,0
Houssem Aouar,Algeria,19,0,3,0
Houssem Aouar,Algeria,71,2,1,0
Houssem Aouar,Algeria,85,0,0,0
Husam Ali Mohammad Abudahab,Jordan,44,3,4,0
Husam Ali Mohammad Abudahab,Jordan,72,4,2,0
Hussein Ali,Iraq,18,0,0,0
Hussein Ali,Iraq,42,2,0,0
Hwang Hee-chan,South Korea,2,0,0,0
Hwang Hee-chan,South Korea,28,0,1,0
Hwang Hee-chan,South Korea,54,1,3,0
Hwang In-beom,South Korea,2,0,1,0
Hwang In-beom,South Korea,28,1,3,0
Hwang In-beom,South Korea,54,2,2,0
Hyeon-gyu Oh,South Korea,2,0,0,0
Hyeon-gyu Oh,South Korea,28,0,0,0
Hyeon-gyu Oh,South Korea,54,0,1,0
Ibrahim Adel,Egypt,14,0,1,0
Ibrahim Bayesh,Iraq,18,1,3,0
Ibrahim Bayesh,Iraq,42,1,5,0
Ibrahim Bayesh,Iraq,62,4,5,0
Ibrahim Maza,Algeria,19,0,2,0
Ibrahim Maza,Algeria,44,2,2,0
Ibrahim Maza,Algeria,71,0,0,0
Ibrahim Maza,Algeria,85,3,4,0
Ibrahim Mbaye,Senegal,17,0,2,0
Ibrahim Mbaye,Senegal,43,0,1,0
Ibrahim Mbaye,Senegal,62,0,2,0
Ibrahim Mbaye,Senegal,81,1,2,0
Ibrahim Sangare,Ivory Coast,11,0,0,0
Ibrahim Sangare,Ivory Coast,34,7,2,0
Ibrahim Sangare,Ivory Coast,55,3,5,0
Ibrahim Sangare,Ivory Coast,77,3,1,0
Ibrahima Konaté,France,61,0,0,0
Ibrahima Konaté,France,103,0,1,0
Idrissa Gana Gueye,Senegal,17,2,6,0
Idrissa Gana Gueye,Senegal,43,1,2,0
Idrissa Gana Gueye,Senegal,62,3,2,0
Idrissa Gana Gueye,Senegal,81,0,5,0
Igor Matanović,Croatia,22,0,0,0
Igor Matanović,Croatia,67,0,2,0
Igor Matanović,Croatia,84,1,0,0
Igor Sergeev,Uzbekistan,24,0,0,0
Igor Sergeev,Uzbekistan,45,0,1,0
Igor Sergeev,Uzbekistan,70,0,0,0
Igor Thiago,Brazil,6,2,2,0
Iliman Ndiaye,Senegal,17,0,1,0
Iliman Ndiaye,Senegal,62,0,2,0
Iliman Ndiaye,Senegal,81,1,1,0
Ime Okon,South Africa,1,2,5,0
Ime Okon,South Africa,25,1,6,0
Ime Okon,South Africa,54,0,4,0
Ime Okon,South Africa,73,0,5,0
Iñaki Williams,Ghana,46,0,2,0
Iñaki Williams,Ghana,88,0,1,0
Iqraam Rayners,South Africa,1,0,0,0
Iqraam Rayners,South Africa,25,0,0,0
Iqraam Rayners,South Africa,54,0,0,0
Iqraam Rayners,South Africa,73,0,0,0
Irfan Can Kahveci,Türkiye,60,1,0,0
Isak Hien,Sweden,12,1,3,0
Isak Hien,Sweden,33,2,5,0
Isak Hien,Sweden,57,0,0,0
Isidro Pitta,Paraguay,32,0,1,0
Ismael Díaz,Panama,23,0,1,0
Ismael Díaz,Panama,68,1,1,0
Ismael Gharbi,Tunisia,12,0,0,0
Ismael Gharbi,Tunisia,36,0,2,0
Ismael Gharbi,Tunisia,58,4,3,0
Ismael Kone,Canada,3,1,5,0
Ismael Kone,Canada,27,1,5,0
Ismael Saibari,Morocco,6,1,1,0
Ismael Saibari,Morocco,30,1,3,0
Ismael Saibari,Morocco,51,1,2,0
Ismael Saibari,Morocco,76,0,1,0
Ismael Saibari,Morocco,89,0,1,0
Ismail Jakobs,Senegal,43,2,1,0
Ismail Jakobs,Senegal,62,1,4,0
Ismail Jakobs,Senegal,81,2,1,0
Ismail Yuksek,Turkiye,8,3,2,0
Ismail Yuksek,Türkiye,32,4,3,0
Ismaïla Sarr,Senegal,17,0,1,0
Ismaïla Sarr,Senegal,43,1,1,0
Ismaïla Sarr,Senegal,62,0,3,0
Ismaïla Sarr,Senegal,81,0,3,0
Israel Reyes,Mexico,1,0,2,0
Israel Reyes,Mexico,28,1,0,0
Israel Reyes,Mexico,53,0,3,0
Israel Reyes,Mexico,79,1,1,0
Issa Diop,Morocco,6,0,2,0
Issa Diop,Morocco,30,0,1,0
Issa Diop,Morocco,76,0,1,0
Issa Diop,Morocco,89,0,1,0
Issa Diop,Morocco,97,1,3,0
Issa Laye,Qatar,5,2,3,0
Issa Laye,Qatar,27,1,1,0
Issa Laye,Qatar,49,0,4,0
Ivan Basic,Bosnia and Herzegovina,3,0,3,0
Ivan Basic,Bosnia and Herzegovina,26,0,1,0
Ivan Basic,Bosnia and Herzegovina,49,1,4,0
Ivan Perišić,Croatia,22,1,2,0
Ivan Perišić,Croatia,47,3,3,0
Ivan Perišić,Croatia,67,2,5,0
Ivan Perišić,Croatia,84,2,2,0
Ivan Sunjic,Bosnia and Herzegovina,3,0,2,0
Ivan Sunjic,Bosnia and Herzegovina,26,2,3,0
Ivan Sunjic,Bosnia and Herzegovina,49,1,0,0
Ivan Sunjic,Bosnia and Herzegovina,82,2,1,0
Ivan Toney,England,102,0,0,0
Ivan Toney,England,103,2,2,0
Jack Hendry,Scotland,7,0,0,0
Jack Hendry,Scotland,30,2,2,0
Jack Hendry,Scotland,52,0,2,0
Jackson Irvine,Australia,8,0,0,0
Jackson Irvine,Australia,29,0,1,0
Jackson Irvine,Australia,59,2,3,0
Jackson Irvine,Australia,86,1,3,0
Jackson Porozo,Ecuador,11,0,0,0
Jacob Italiano,Australia,8,3,0,0
Jacob Italiano,Australia,29,1,4,0
Jacob Shaffelburg,Canada,3,1,2,0
Jacob Shaffelburg,Canada,27,0,4,0
Jacob Shaffelburg,Canada,50,0,1,0
Jacob Shaffelburg,Canada,73,0,1,0
Jacob Shaffelburg,Canada,89,0,2,0
Jacob Widell Zetterstrom,Sweden,57,0,11,2
Jacob Widell Zetterstrom,Sweden,78,0,10,9
Jae-sung Lee,South Korea,2,0,2,0
Jae-sung Lee,South Korea,28,4,4,0
Jakhongir Urozov,Uzbekistan,24,0,0,0
Jakhongir Urozov,Uzbekistan,70,1,1,0
Jalal Hassan,Iraq,18,0,6,2
Jalal Hassan,Iraq,62,0,4,6
Jamal Musiala,Germany,9,3,2,0
Jamal Musiala,Germany,34,2,3,0
Jamal Musiala,Germany,56,2,4,0
Jamal Musiala,Germany,75,0,5,0
James Rodríguez,Colombia,24,0,0,0
James Rodríguez,Colombia,48,0,0,0
James Rodríguez,Colombia,69,1,3,0
James Rodríguez,Colombia,88,1,2,0
James Rodríguez,Colombia,96,2,3,0
Jamie Leweling,Germany,34,0,4,0
Jaminton Campaz,Colombia,24,1,2,0
Jaminton Campaz,Colombia,88,0,2,0
Jaminton Campaz,Colombia,96,1,1,0
Jamiro Monteiro,Cape Verde,13,3,4,0
Jamiro Monteiro,Cape Verde,39,0,1,0
Jamiro Monteiro,Cape Verde,63,0,3,0
Jamiro Monteiro,Cape Verde,87,4,3,0
Jamshid Iskandarov,Uzbekistan,70,0,0,0
Jan Paul van Hecke,Netherlands,10,2,2,0
Jan Paul van Hecke,Netherlands,33,1,3,0
Jan Paul van Hecke,Netherlands,58,2,7,0
Jan Paul van Hecke,Netherlands,76,4,3,0
Jaouen Hadjam,Algeria,44,0,3,0
Jaouen Hadjam,Algeria,71,1,2,0
Jaouen Hadjam,Algeria,85,2,5,0
Jarell Quansah,England,68,0,4,0
Jarell Quansah,England,92,2,0,0
Jarell Quansah,England,103,1,5,0
Jaroslav Zeleny,Czechia,2,0,3,0
Jaroslav Zeleny,Czechia,25,0,2,0
Jason Geria,Australia,8,0,1,0
Jason Geria,Australia,29,1,2,0
Jassem Gaber Abdulsallam,Qatar,5,1,0,0
Jassem Gaber Abdulsallam,Qatar,27,2,2,0
Jassem Gaber Abdulsallam,Qatar,49,0,0,0
Jayden Adams,South Africa,1,0,0,0
Jayden Adams,South Africa,25,0,1,0
Jayden Adams,South Africa,54,0,1,0
Jayden Nelson,Canada,89,0,1,0
Jean Michael Seri,Ivory Coast,55,1,1,0
Jean-Kevin Duverne,Haiti,31,2,4,0
Jean-Kevin Duverne,Haiti,51,4,0,0
Jean-Philippe Mateta,France,61,0,0,0
Jean-Philippe Mateta,France,78,0,1,0
Jean-Philippe Mateta,France,97,0,0,0
Jean-Ricner Bellegarde,Haiti,7,1,6,0
Jean-Ricner Bellegarde,Haiti,31,0,4,0
Jean-Ricner Bellegarde,Haiti,51,1,5,0
Jearl Margaritha,Curaçao,9,0,0,0
Jearl Margaritha,Curaçao,35,0,1,0
Jefferson Lerma,Colombia,24,0,5,0
Jefferson Lerma,Colombia,48,0,7,0
Jefferson Lerma,Colombia,69,0,0,0
Jefferson Lerma,Colombia,88,0,4,0
Jefferson Lerma,Colombia,96,2,9,0
Jens Castrop,South Korea,54,1,1,0
Jens Petter Hauge,Norway,61,0,0,0
Jeremy Antonisse,Curaçao,9,1,2,0
Jeremy Antonisse,Curaçao,55,1,4,0
Jeremy Doku,Belgium,14,0,6,0
Jeremy Doku,Belgium,66,0,1,0
Jeremy Doku,Belgium,81,0,3,0
Jeremy Doku,Belgium,94,0,0,0
Jeremy Doku,Belgium,98,1,5,0
Jerome Opoku,Ghana,23,1,3,0
Jerome Opoku,Ghana,46,1,2,0
Jerome Opoku,Ghana,88,1,2,0
Jesper Karlstrom,Sweden,12,1,2,0
Jesper Karlstrom,Sweden,33,2,2,0
Jesse Randall,New Zealand,16,0,0,0
Jesse Randall,New Zealand,40,0,2,0
Jesse Randall,New Zealand,66,0,1,0
Jesus Gallardo,Mexico,1,0,2,0
Jesus Gallardo,Mexico,28,2,3,0
Jesus Gallardo,Mexico,53,0,1,0
Jesus Gallardo,Mexico,79,0,1,0
Jesus Gallardo,Mexico,92,1,1,0
Jhon Arias,Colombia,24,1,1,0
Jhon Arias,Colombia,48,3,4,0
Jhon Arias,Colombia,69,4,6,0
Jhon Arias,Colombia,88,2,7,0
Jhon Arias,Colombia,96,5,3,0
Jhon Córdoba,Colombia,48,0,0,0
Jhon Córdoba,Colombia,69,0,1,0
Jhon Córdoba,Colombia,88,0,0,0
Jhon Lucumí,Colombia,24,0,7,0
Jhon Lucumí,Colombia,48,0,4,0
Jhon Lucumí,Colombia,69,1,2,0
Jhon Lucumí,Colombia,88,0,2,0
Jhon Lucumí,Colombia,96,1,5,0
Ji-sung Eom,South Korea,2,2,0,0
Ji-sung Eom,South Korea,28,0,1,0
Jin-gyu Kim,South Korea,2,0,0,0
Jin-gyu Kim,South Korea,54,1,5,0
Jin-seob Park,South Korea,2,0,1,0
Jin-seob Park,South Korea,54,0,1,0
Jiovany Ramos,Panama,23,6,2,0
Jiovany Ramos,Panama,47,1,1,0
João Cancelo,Portugal,21,2,6,0
João Cancelo,Portugal,45,0,2,0
João Cancelo,Portugal,69,0,2,0
João Cancelo,Portugal,84,4,2,0
João Cancelo,Portugal,93,1,1,0
João Félix,Portugal,45,2,3,0
João Félix,Portugal,69,2,2,0
João Félix,Portugal,93,2,5,0
João Neves,Portugal,21,1,4,0
João Neves,Portugal,45,2,4,0
João Neves,Portugal,69,1,2,0
João Neves,Portugal,84,5,6,0
João Neves,Portugal,93,4,2,0
João Paulo,Cape Verde,13,1,0,0
João Paulo,Cape Verde,63,1,6,0
Joaquin Seys,Belgium,98,1,2,0
Joe Bell,New Zealand,16,3,4,0
Joe Bell,New Zealand,40,2,6,0
Joe Bell,New Zealand,66,0,3,0
Joe Scally,USA,29,0,0,0
Joe Scally,USA,60,1,3,0
Joel Ordonez,Ecuador,11,2,3,0
Joel Ordonez,Ecuador,56,3,1,0
Joel Ordonez,Ecuador,79,0,1,0
Johan Manzambi,Switzerland,5,0,1,0
Johan Manzambi,Switzerland,26,0,1,0
Johan Manzambi,Switzerland,50,0,2,0
Johan Manzambi,Switzerland,85,0,1,0
Johan Mojica,Colombia,24,1,1,0
Johan Mojica,Colombia,48,1,4,0
Johan Mojica,Colombia,88,1,4,0
Johan Mojica,Colombia,96,2,5,0
Johan Vasquez,Mexico,1,1,3,0
Johan Vasquez,Mexico,28,0,3,0
Johan Vasquez,Mexico,79,0,3,0
Johan Vasquez,Mexico,92,2,1,0
John McGinn,Scotland,7,0,1,0
John McGinn,Scotland,30,0,4,0
John McGinn,Scotland,52,0,3,0
John Stones,England,22,1,5,0
John Stones,England,80,0,0,0
John Stones,England,92,0,0,0
John Stones,England,99,0,2,0
John Stones,England,102,1,1,0
John Yeboah,Ecuador,11,1,4,0
John Yeboah,Ecuador,35,1,2,0
John Yeboah,Ecuador,56,0,2,0
John Yeboah,Ecuador,79,1,2,0
Johny Placide,Haiti,7,0,8,1
Johny Placide,Haiti,31,0,5,2
Johny Placide,Haiti,51,0,7,8
Jonas Adjei Adjetey,Ghana,23,3,4,0
Jonas Adjei Adjetey,Ghana,46,1,1,0
Jonas Adjei Adjetey,Ghana,67,0,0,0
Jonathan David,Canada,3,1,1,0
Jonathan David,Canada,27,0,1,0
Jonathan David,Canada,50,0,0,0
Jonathan David,Canada,73,0,1,0
Jonathan David,Canada,89,3,3,0
Jonathan Osorio,Canada,3,0,0,0
Jonathan Osorio,Canada,89,0,1,0
Jonathan Tah,Germany,9,0,4,0
Jonathan Tah,Germany,34,1,6,0
Jonathan Tah,Germany,56,2,4,0
Jonathan Tah,Germany,75,0,4,0
Jordan Ayew,Ghana,23,0,0,0
Jordan Ayew,Ghana,46,2,2,0
Jordan Ayew,Ghana,67,0,1,0
Jordan Ayew,Ghana,88,1,1,0
Jordan Bos,Australia,8,0,2,0
Jordan Bos,Australia,29,1,5,0
Jordan Bos,Australia,59,3,5,0
Jordan Bos,Australia,86,1,2,0
Jordan Henderson,England,68,1,0,0
Jordan Pickford,England,22,0,12,3
Jordan Pickford,England,46,0,5,0
Jordan Pickford,England,68,0,7,2
Jordan Pickford,England,80,0,8,1
Jordan Pickford,England,92,0,9,3
Jordan Pickford,England,99,0,9,3
Jordan Pickford,England,102,0,1,3
Jordy Alcivar,Ecuador,35,1,6,0
Jordy Caicedo,Ecuador,35,0,0,0
Jordy Caicedo,Ecuador,56,0,2,0
Jordy Caicedo,Ecuador,79,0,0,0
Jorge Gutiérrez,Panama,68,1,4,0
Jorge Sanchez,Mexico,28,0,3,0
Jorge Sanchez,Mexico,53,2,4,0
Jorge Sanchez,Mexico,79,3,2,0
Jorge Sanchez,Mexico,92,4,3,0
Jørgen Strand Larsen,Norway,61,0,1,0
Jørgen Strand Larsen,Norway,99,0,2,0
Joris Kayembe,DR Congo,21,2,1,0
Joris Kayembe,DR Congo,48,2,2,0
Joris Kayembe,DR Congo,70,0,1,0
Joris Kayembe,DR Congo,80,0,1,0
Jorrel Hato,Netherlands,76,2,0,0
Jose Canale,Paraguay,32,1,1,0
Jose Canale,Paraguay,59,0,0,0
Jose Canale,Paraguay,75,5,2,0
Jose Canale,Paraguay,90,0,2,0
José Córdoba,Panama,23,0,4,0
José Córdoba,Panama,47,2,7,0
José Córdoba,Panama,68,2,6,0
José Fajardo,Panama,23,0,1,0
José Fajardo,Panama,47,2,2,0
José Fajardo,Panama,68,1,1,0
José Luis Rodríguez,Panama,23,1,3,0
José Luis Rodríguez,Panama,47,1,6,0
José Luis Rodríguez,Panama,68,2,5,0
José Manuel López,Argentina,72,1,0,0
José Manuel López,Argentina,100,0,0,0
Joshua Brenet,Curaçao,35,5,6,0
Joshua Brenet,Curaçao,55,3,2,0
Joshua Kimmich,Germany,9,0,5,0
Joshua Kimmich,Germany,34,3,1,0
Joshua Kimmich,Germany,56,2,2,0
Joshua Kimmich,Germany,75,1,8,0
Josip Stanišić,Croatia,22,2,6,0
Josip Stanišić,Croatia,47,1,4,0
Josip Stanišić,Croatia,67,0,1,0
Josip Stanišić,Croatia,84,1,5,0
Josip Šutalo,Croatia,22,0,3,0
Josip Šutalo,Croatia,47,1,4,0
Josip Šutalo,Croatia,67,2,4,0
Josip Šutalo,Croatia,84,2,1,0
Joško Gvardiol,Croatia,22,1,4,0
Joško Gvardiol,Croatia,47,1,4,0
Joško Gvardiol,Croatia,67,1,0,0
Joško Gvardiol,Croatia,84,0,1,0
Josue Casimir,Haiti,7,0,0,0
Josue Casimir,Haiti,31,0,1,0
Josue Casimir,Haiti,51,0,2,0
Jovane Cabral,Cape Verde,13,1,6,0
Jovane Cabral,Cape Verde,87,2,3,0
Jovo Lukic,Bosnia and Herzegovina,3,1,3,0
Jovo Lukic,Bosnia and Herzegovina,26,0,0,0
Juan Caceres,Paraguay,4,5,2,0
Juan Caceres,Paraguay,32,9,2,0
Juan Caceres,Paraguay,59,2,3,0
Juan Caceres,Paraguay,75,2,5,0
Juan Caceres,Paraguay,90,4,3,0
Juan Fernando Quintero,Colombia,24,0,1,0
Juan Fernando Quintero,Colombia,48,0,1,0
Juan Fernando Quintero,Colombia,69,0,0,0
Juan Fernando Quintero,Colombia,88,0,2,0
Juan Fernando Quintero,Colombia,96,0,1,0
Juan Sanabria,Uruguay,15,0,0,0
Juan Sanabria,Uruguay,39,0,2,0
Juan Sanabria,Uruguay,64,7,3,0
Jude Bellingham,England,22,3,5,0
Jude Bellingham,England,46,2,1,0
Jude Bellingham,England,68,4,7,0
Jude Bellingham,England,80,0,4,0
Jude Bellingham,England,92,3,3,0
Jude Bellingham,England,99,1,3,0
Jude Bellingham,England,102,1,2,0
Jude Bellingham,England,103,0,1,0
Jules Koundé,France,17,4,5,0
Jules Koundé,France,42,1,3,0
Jules Koundé,France,61,4,6,0
Jules Koundé,France,78,2,3,0
Jules Koundé,France,90,2,4,0
Jules Koundé,France,97,0,2,0
Jules Koundé,France,101,1,2,0
Jules Koundé,France,103,0,1,0
Julián Alvarez,Argentina,19,1,2,0
Julián Alvarez,Argentina,41,0,1,0
Julián Alvarez,Argentina,72,0,3,0
Julián Alvarez,Argentina,87,0,1,0
Julián Alvarez,Argentina,95,1,2,0
Julián Alvarez,Argentina,100,2,6,0
Julián Álvarez,Argentina,102,0,1,0
Julián Alvarez,Argentina,104,1,3,0
Julian Quinones,Mexico,1,0,0,0
Julian Quinones,Mexico,28,0,3,0
Julian Quinones,Mexico,53,2,4,0
Julian Quinones,Mexico,79,1,3,0
Julian Quinones,Mexico,92,1,5,0
Julian Ryerson,Norway,18,4,3,0
Julian Ryerson,Norway,43,1,0,0
Julian Ryerson,Norway,91,2,4,0
Julian Ryerson,Norway,99,4,0,0
Julio Enciso,Paraguay,4,2,4,0
Julio Enciso,Paraguay,32,1,2,0
Julio Enciso,Paraguay,59,1,0,0
Julio Enciso,Paraguay,75,0,4,0
Julio Enciso,Paraguay,90,1,1,0
Juninho Bacuna,Curaçao,9,3,9,0
Juninho Bacuna,Curaçao,35,1,4,0
Juninho Bacuna,Curaçao,55,2,5,0
Junior Alonso,Paraguay,4,2,2,0
Junior Alonso,Paraguay,32,2,4,0
Junior Alonso,Paraguay,59,0,0,0
Junior Alonso,Paraguay,75,4,5,0
Junior Alonso,Paraguay,90,3,4,0
Junnosuke Suzuki,Japan,36,0,0,0
Junnosuke Suzuki,Japan,74,1,0,0
Junya Ito,Japan,10,0,0,0
Junya Ito,Japan,36,2,3,0
Junya Ito,Japan,57,1,1,0
Junya Ito,Japan,74,1,2,0
Jurgen Locadia,Curaçao,9,0,0,0
Jurgen Locadia,Curaçao,35,0,1,0
Jurgen Locadia,Curaçao,55,0,1,0
Jurien Gaari,Curaçao,35,3,2,0
Jurien Gaari,Curaçao,55,0,1,0
Justin Kluivert,Netherlands,58,0,0,0
Justin Kluivert,Netherlands,76,0,0,0
Kaan Ayhan,Türkiye,60,0,1,0
Kai Havertz,Germany,9,0,1,0
Kai Havertz,Germany,34,0,2,0
Kai Havertz,Germany,56,3,1,0
Kai Havertz,Germany,75,0,6,0
Kai Trewin,Australia,86,0,1,0
Kaishu Sano,Japan,10,2,4,0
Kaishu Sano,Japan,36,1,4,0
Kaishu Sano,Japan,74,0,2,0
Kalidou Koulibaly,Senegal,17,4,3,0
Kalidou Koulibaly,Senegal,43,1,6,0
Kamaldeen Sulemana,Ghana,23,2,3,0
Kamaldeen Sulemana,Ghana,67,2,3,0
Kamogelo Sebelebele,South Africa,25,0,1,0
Kang-in Lee,South Korea,2,1,0,0
Kang-in Lee,South Korea,28,1,1,0
Kang-in Lee,South Korea,54,0,2,0
Karim Boudiaf,Qatar,5,0,3,0
Karim Boudiaf,Qatar,49,0,4,0
Karim Hafez,Egypt,14,0,2,0
Karim Hafez,Egypt,86,3,4,0
Karim Hafez,Egypt,95,0,5,0
Keisuke Goto,Japan,36,1,0,0
Keito Nakamura,Japan,10,1,1,0
Keito Nakamura,Japan,36,2,5,0
Keito Nakamura,Japan,57,0,2,0
Keito Nakamura,Japan,74,1,1,0
Kelvin Pires,Cape Verde,13,1,2,0
Ken Sema,Sweden,57,1,0,0
Kenan Yildiz,Turkiye,8,1,2,0
Kenan Yildiz,Türkiye,32,1,7,0
Kenan Yildiz,Türkiye,60,3,2,0
Kendry Paez,Ecuador,79,1,2,0
Kenji Gorre,Curaçao,35,0,0,0
Kenny McLean,Scotland,7,1,1,0
Kenny McLean,Scotland,30,2,0,0
Kenny McLean,Scotland,52,0,2,0
Kento Shiogai,Japan,10,0,1,0
Kerem Akturkoglu,Turkiye,8,1,0,0
Kerem Akturkoglu,Türkiye,32,0,0,0
Kerim Alajbegovic,Bosnia and Herzegovina,3,0,2,0
Kerim Alajbegovic,Bosnia and Herzegovina,26,0,2,0
Kerim Alajbegovic,Bosnia and Herzegovina,49,0,3,0
Kerim Alajbegovic,Bosnia and Herzegovina,82,0,4,0
Kevin Castaño,Colombia,24,1,0,0
Kevin Castaño,Colombia,69,0,0,0
Kevin Danso,Austria,20,1,1,0
Kevin Danso,Austria,41,0,1,0
Kevin Danso,Austria,71,0,1,0
Kevin Danso,Austria,83,1,4,0
Kevin De Bruyne,Belgium,14,0,3,0
Kevin De Bruyne,Belgium,38,1,4,0
Kevin De Bruyne,Belgium,66,1,3,0
Kevin De Bruyne,Belgium,81,0,0,0
Kevin De Bruyne,Belgium,98,1,5,0
Kevin Lenini,Cape Verde,39,2,4,0
Kevin Lenini,Cape Verde,63,2,5,0
Kevin Lenini,Cape Verde,87,3,12,0
Kevin Rodriguez,Ecuador,11,0,0,0
Kevin Rodriguez,Ecuador,35,1,3,0
Kevin Rodriguez,Ecuador,56,0,1,0
Kevin Rodriguez,Ecuador,79,0,0,0
Kevin Yakob,Iraq,62,1,5,0
Khalid Al-Ghannam,Saudi Arabia,37,0,0,0
Khozhiakbar Alizhonov,Uzbekistan,45,0,2,0
Khozhiakbar Alizhonov,Uzbekistan,70,6,6,0
Khuliso Mudau,South Africa,1,4,2,0
Khuliso Mudau,South Africa,25,3,6,0
Khuliso Mudau,South Africa,54,0,10,0
Khuliso Mudau,South Africa,73,2,4,0
Kieran Tierney,Scotland,30,3,2,0
Kieran Tierney,Scotland,52,0,1,0
Kim Min-jae,South Korea,2,1,2,0
Kim Min-jae,South Korea,28,2,5,0
Kim Min-jae,South Korea,54,0,4,0
Kim Moon-hwan,South Korea,28,1,5,0
Kim Seung-gyu,South Korea,2,0,0,3
Kim Seung-gyu,South Korea,28,0,14,3
Kim Seung-gyu,South Korea,54,0,8,3
Ko Itakura,Japan,36,1,3,0
Ko Itakura,Japan,57,0,0,0
Kojo Peprah Oppong,Ghana,46,0,0,0
Kojo Peprah Oppong,Ghana,67,0,3,0
Koki Ogawa,Japan,10,0,0,0
Koki Ogawa,Japan,57,0,0,0
Koki Ogawa,Japan,74,0,0,0
Konrad Laimer,Austria,20,2,2,0
Konrad Laimer,Austria,41,1,1,0
Konrad Laimer,Austria,71,2,3,0
Konrad Laimer,Austria,83,5,7,0
Krépin Diatta,Senegal,17,5,4,0
Krépin Diatta,Senegal,43,1,7,0
Krépin Diatta,Senegal,62,3,8,0
Krépin Diatta,Senegal,81,3,7,0
Kristian Thorstvedt,Norway,18,1,1,0
Kristian Thorstvedt,Norway,61,1,2,0
Kristoffer Ajer,Norway,18,1,4,0
Kristoffer Ajer,Norway,43,2,5,0
Kristoffer Ajer,Norway,77,3,2,0
Kristoffer Ajer,Norway,91,1,2,0
Kristoffer Ajer,Norway,99,2,3,0
Kristoffer Nordfeldt,Sweden,12,0,6,1
Kristoffer Nordfeldt,Sweden,33,0,5,2
Kwasi Sibo,Ghana,23,0,1,0
Kwasi Sibo,Ghana,46,0,5,0
Kwasi Sibo,Ghana,67,1,1,0
Kwasi Sibo,Ghana,88,0,1,0
Kylian Mbappé,France,17,0,2,0
Kylian Mbappé,France,42,1,6,0
Kylian Mbappé,France,61,0,2,0
Kylian Mbappé,France,78,0,1,0
Kylian Mbappé,France,90,0,0,0
Kylian Mbappé,France,97,0,2,0
Kylian Mbappé,France,101,0,1,0
Kylian Mbappé,France,103,0,0,0
Ladislav Krejci,Czechia,2,3,2,0
Ladislav Krejci,Czechia,25,4,4,0
Ladislav Krejci,Czechia,53,1,3,0
Lamine Camara,Senegal,17,0,3,0
Lamine Camara,Senegal,43,1,3,0
Lamine Camara,Senegal,62,0,7,0
Lamine Camara,Senegal,81,2,0,0
Lamine Yamal,Spain,13,0,1,0
Lamine Yamal,Spain,37,1,3,0
Lamine Yamal,Spain,64,1,2,0
Lamine Yamal,Spain,83,0,5,0
Lamine Yamal,Spain,93,5,6,0
Lamine Yamal,Spain,98,1,4,0
Lamine Yamal,Spain,101,0,2,0
Lamine Yamal,Spain,104,3,4,0
Laros Duarte,Cape Verde,13,0,2,0
Laros Duarte,Cape Verde,39,0,1,0
Laros Duarte,Cape Verde,63,0,1,0
Laros Duarte,Cape Verde,87,1,1,0
Lautaro Martínez,Argentina,19,1,3,0
Lautaro Martínez,Argentina,41,2,1,0
Lautaro Martínez,Argentina,72,0,2,0
Lautaro Martínez,Argentina,87,0,3,0
Lautaro Martínez,Argentina,95,0,1,0
Lautaro Martínez,Argentina,100,0,0,0
Lautaro Martínez,Argentina,102,0,0,0
Lawrence Ati Zigi,Ghana,23,0,5,1
Lawrence Ati Zigi,Ghana,88,0,6,7
Lawrence Shankland,Scotland,7,4,2,0
Lawrence Shankland,Scotland,52,1,2,0
Leandro Bacuna,Curaçao,9,4,4,0
Leandro Bacuna,Curaçao,35,0,5,0
Leandro Bacuna,Curaçao,55,2,2,0
Leandro Paredes,Argentina,41,0,1,0
Leandro Paredes,Argentina,72,0,1,0
Leandro Paredes,Argentina,87,1,0,0
Leandro Paredes,Argentina,95,3,11,0
Leandro Paredes,Argentina,100,1,4,0
Leandro Paredes,Argentina,102,4,1,0
Leandro Paredes,Argentina,104,1,2,0
Leandro Trossard,Belgium,14,2,3,0
Leandro Trossard,Belgium,38,2,9,0
Leandro Trossard,Belgium,66,1,4,0
