player_name,team_name,match_no,tackles,recoveries,gk_saves
Nizar Mahmoud Al-Rashdan,Jordan,44,3,5,0
Nizar Mahmoud Al-Rashdan,Jordan,72,1,6,0
Nkosinathi Sibisi,South Africa,1,0,1,0
Noa Lang,Netherlands,33,0,0,0
Noa Lang,Netherlands,58,0,0,0
Noah Okafor,Switzerland,85,2,3,0
Noah Sadiki,DR Congo,21,2,0,0
Noah Sadiki,DR Congo,48,2,1,0
Noah Sadiki,DR Congo,70,4,6,0
Noah Sadiki,DR Congo,80,1,2,0
Noni Madueke,England,22,0,1,0
Noni Madueke,England,46,1,2,0
Noni Madueke,England,68,1,1,0
Noni Madueke,England,80,2,1,0
Noni Madueke,England,99,1,3,0
Noor Al-Deen Al Rawabdeh,Jordan,20,2,8,0
Noor Al-Deen Al Rawabdeh,Jordan,44,5,4,0
Noor Al-Deen Al Rawabdeh,Jordan,72,4,3,0
Noussair Mazraoui,Morocco,6,5,5,0
Noussair Mazraoui,Morocco,30,0,4,0
Noussair Mazraoui,Morocco,51,0,0,0
Noussair Mazraoui,Morocco,76,5,3,0
Noussair Mazraoui,Morocco,89,3,5,0
Noussair Mazraoui,Morocco,97,1,2,0
Nuno Da Costa,Cape Verde,13,1,3,0
Nuno Da Costa,Cape Verde,39,0,2,0
Nuno Da Costa,Cape Verde,63,1,2,0
Nuno Da Costa,Cape Verde,87,0,0,0
Nuno Mendes,Portugal,21,1,1,0
Nuno Mendes,Portugal,45,2,6,0
Nuno Mendes,Portugal,69,0,5,0
Nuno Mendes,Portugal,84,2,4,0
Nuno Mendes,Portugal,93,4,5,0
Obed Vargas,Mexico,28,1,5,0
Obed Vargas,Mexico,53,1,1,0
Obed Vargas,Mexico,79,0,1,0
Odeh Fakhoury,Jordan,20,1,1,0
Odeh Fakhoury,Jordan,44,0,1,0
Odeh Fakhoury,Jordan,72,0,1,0
Odiljon Khamrobekov,Uzbekistan,45,0,0,0
Odiljon Khamrobekov,Uzbekistan,70,0,2,0
Odilon Kossounou,Ivory Coast,11,0,1,0
Odilon Kossounou,Ivory Coast,34,0,3,0
Odilon Kossounou,Ivory Coast,55,2,1,0
Odilon Kossounou,Ivory Coast,77,3,9,0
Oguz Aydin,Türkiye,60,6,8,0
Ollie Watkins,England,68,0,0,0
Ollie Watkins,England,103,2,0,0
Omar Alderete,Paraguay,4,0,2,0
Omar Alderete,Paraguay,32,0,1,0
Omar Alderete,Paraguay,59,0,4,0
Omar Alderete,Paraguay,90,0,0,0
Omar Marmoush,Egypt,14,1,2,0
Omar Marmoush,Egypt,40,0,1,0
Omar Marmoush,Egypt,65,2,2,0
Omar Marmoush,Egypt,86,1,5,0
Omar Marmoush,Egypt,95,0,1,0
Omar Rekik,Tunisia,12,2,4,0
Omar Rekik,Tunisia,36,2,4,0
Orbelin Pineda,Mexico,28,0,1,0
Orbelin Pineda,Mexico,79,0,0,0
Ørjan Nyland,Norway,18,0,6,0
Ørjan Nyland,Norway,43,0,9,2
Ørjan Nyland,Norway,77,0,6,4
Ørjan Nyland,Norway,91,0,7,4
Ørjan Nyland,Norway,99,0,7,6
Orkun Kokcu,Turkiye,8,1,2,0
Orkun Kokcu,Türkiye,32,0,1,0
Orkun Kokcu,Türkiye,60,2,2,0
Orlando Gill,Paraguay,4,0,8,3
Orlando Gill,Paraguay,32,0,11,5
Orlando Gill,Paraguay,59,0,7,5
Orlando Gill,Paraguay,75,0,13,6
Orlando Gill,Paraguay,90,0,7,4
Orlando Mosquera,Panama,23,0,4,2
Orlando Mosquera,Panama,47,0,7,1
Orlando Mosquera,Panama,68,0,10,4
Oscar Bobb,Norway,18,0,2,0
Oscar Bobb,Norway,43,0,1,0
Oscar Bobb,Norway,61,1,3,0
Oscar Bobb,Norway,77,1,1,0
Oscar Bobb,Norway,91,1,2,0
Oscar Bobb,Norway,99,2,0,0
Oston Urunov,Uzbekistan,24,0,2,0
Oston Urunov,Uzbekistan,70,0,3,0
Oswin Appollis,South Africa,1,1,0,0
Oswin Appollis,South Africa,25,2,2,0
Oswin Appollis,South Africa,54,1,5,0
Oswin Appollis,South Africa,73,1,4,0
Otabek Shukurov,Uzbekistan,24,1,3,0
Otabek Shukurov,Uzbekistan,45,2,7,0
Otabek Shukurov,Uzbekistan,70,0,6,0
Oumar Diakite,Ivory Coast,55,0,1,0
Oumar Diakite,Ivory Coast,77,1,0,0
Ousmane Dembélé,France,17,1,3,0
Ousmane Dembélé,France,42,1,3,0
Ousmane Dembélé,France,61,0,1,0
Ousmane Dembélé,France,78,1,0,0
Ousmane Dembélé,France,90,0,1,0
Ousmane Dembélé,France,97,0,4,0
Ousmane Dembélé,France,101,0,2,0
Ousmane Dembélé,France,103,0,2,0
Ousmane Diomande,Ivory Coast,55,0,3,0
Oussama Benbot,Algeria,71,0,6,0
Ozan Kabak,Türkiye,60,4,4,0
Pablo Gavi,Spain,13,3,2,0
Pablo Gavi,Spain,83,0,1,0
Pape Gueye,Senegal,17,0,7,0
Pape Gueye,Senegal,43,2,2,0
Pape Gueye,Senegal,62,1,4,0
Pape Gueye,Senegal,81,0,6,0
Pape Matar Sarr,Senegal,43,0,2,0
Pape Matar Sarr,Senegal,81,0,4,0
Pascal Gross,Germany,56,2,1,0
Pathé Ismaël Ciss,Senegal,17,0,0,0
Pathé Ismaël Ciss,Senegal,43,1,2,0
Pathé Ismaël Ciss,Senegal,62,0,1,0
Pathé Ismaël Ciss,Senegal,81,0,4,0
Patrick Beach,Australia,8,0,12,8
Patrick Beach,Australia,29,0,7,1
Patrick Beach,Australia,59,0,5,2
Patrick Beach,Australia,86,0,9,3
Patrick Berg,Norway,18,1,0,0
Patrick Berg,Norway,43,0,1,0
Patrick Berg,Norway,61,0,3,0
Patrick Berg,Norway,77,3,4,0
Patrick Berg,Norway,91,3,1,0
Patrick Berg,Norway,99,3,3,0
Patrick Wimmer,Austria,20,1,2,0
Patrick Wimmer,Austria,41,0,0,0
Patrik Schick,Czechia,2,0,1,0
Patrik Schick,Czechia,25,0,4,0
Patrik Schick,Czechia,53,0,0,0
Pau Cubarsí,Spain,13,0,8,0
Pau Cubarsí,Spain,37,1,4,0
Pau Cubarsí,Spain,64,0,4,0
Pau Cubarsí,Spain,83,2,2,0
Pau Cubarsí,Spain,93,0,1,0
Pau Cubarsí,Spain,98,1,3,0
Pau Cubarsí,Spain,101,2,2,0
Pau Cubarsí,Spain,104,2,5,0
Paul Okon-Engstler,Australia,8,3,3,0
Paul Okon-Engstler,Australia,29,2,2,0
Paul Okon-Engstler,Australia,59,0,0,0
Paul Okon-Engstler,Australia,86,1,0,0
Paul Wanner,Austria,20,0,2,0
Paul Wanner,Austria,41,1,2,0
Paul Wanner,Austria,71,1,5,0
Paul Wanner,Austria,83,1,2,0
Pavel Sulc,Czechia,2,2,0,0
Pavel Sulc,Czechia,25,0,4,0
Pavel Sulc,Czechia,53,0,5,0
Pedri,Spain,13,2,8,0
Pedri,Spain,37,0,5,0
Pedri,Spain,64,3,4,0
Pedri,Spain,83,3,4,0
Pedri,Spain,93,1,4,0
Pedri,Spain,98,0,4,0
Pedri,Spain,101,1,1,0
Pedri,Spain,104,2,7,0
Pedro Miguel,Qatar,5,1,1,0
Pedro Miguel,Qatar,27,1,1,0
Pedro Miguel,Qatar,49,4,3,0
Pedro Neto,Portugal,21,1,1,0
Pedro Neto,Portugal,45,0,2,0
Pedro Neto,Portugal,69,1,3,0
Pedro Neto,Portugal,84,1,3,0
Pedro Neto,Portugal,93,1,5,0
Pedro Porro,Spain,37,3,7,0
Pedro Porro,Spain,83,1,7,0
Pedro Porro,Spain,93,4,2,0
Pedro Porro,Spain,98,2,4,0
Pedro Porro,Spain,101,2,3,0
Pedro Porro,Spain,104,2,7,0
Pedro Vite,Ecuador,11,3,6,0
Pedro Vite,Ecuador,35,2,8,0
Pedro Vite,Ecuador,56,9,9,0
Pedro Vite,Ecuador,79,1,6,0
Pervis Estupinan,Ecuador,35,3,0,0
Pervis Estupinan,Ecuador,56,1,1,0
Petar Musa,Croatia,22,1,0,0
Petar Musa,Croatia,47,2,1,0
Petar Sučić,Croatia,22,1,5,0
Petar Sučić,Croatia,47,0,2,0
Petar Sučić,Croatia,67,1,1,0
Petar Sučić,Croatia,84,3,1,0
Philipp Lienhart,Austria,20,1,9,0
Philipp Lienhart,Austria,71,0,0,0
Phillipp Mwene,Austria,20,0,2,0
Phillipp Mwene,Austria,71,1,1,0
Pico,Cape Verde,39,3,3,0
Pico,Cape Verde,63,2,2,0
Pico,Cape Verde,87,2,3,0
Piero Hincapie,Ecuador,11,5,0,0
Piero Hincapie,Ecuador,35,3,2,0
Piero Hincapie,Ecuador,56,1,1,0
Piero Hincapie,Ecuador,79,3,4,0
Prince Kwabena Adu,Ghana,23,0,2,0
Prince Kwabena Adu,Ghana,46,0,1,0
Prince Kwabena Adu,Ghana,88,0,0,0
Promise David,Canada,3,1,2,0
Promise David,Canada,50,0,2,0
Promise David,Canada,73,2,2,0
Promise David,Canada,89,0,0,0
Quinten Timber,Netherlands,10,2,0,0
Quinten Timber,Netherlands,76,0,8,0
Rafael Leão,Portugal,21,0,0,0
Rafael Leão,Portugal,45,0,0,0
Rafael Leão,Portugal,69,0,2,0
Rafael Leão,Portugal,84,0,5,0
Rafael Leão,Portugal,93,0,0,0
Rafik Belghali,Algeria,19,3,3,0
Rafik Belghali,Algeria,44,0,1,0
Rafik Belghali,Algeria,71,0,0,0
Rafik Belghali,Algeria,85,4,5,0
Rahman Baba,Ghana,46,0,0,0
Rami Rabia,Egypt,14,0,2,0
Rami Rabia,Egypt,40,2,3,0
Rami Rabia,Egypt,65,1,2,0
Rami Rabia,Egypt,86,1,2,0
Rami Rabia,Egypt,95,4,2,0
Ramin Rezaeian,Iran,16,3,5,0
Ramin Rezaeian,Iran,38,0,4,0
Ramin Rezaeian,Iran,65,3,2,0
Ramiz Zerrouki,Algeria,19,0,1,0
Ramiz Zerrouki,Algeria,44,1,3,0
Ramiz Zerrouki,Algeria,85,0,4,0
Ramon Sosa,Paraguay,4,0,2,0
Ramy Bensebaini,Algeria,19,2,5,0
Ramy Bensebaini,Algeria,44,6,7,0
Ramy Bensebaini,Algeria,71,0,4,0
Ramy Bensebaini,Algeria,85,2,10,0
Rani Khedira,Tunisia,12,1,2,0
Rani Khedira,Tunisia,36,1,0,0
Rani Khedira,Tunisia,58,1,1,0
Raphinha,Brazil,6,0,3,0
Raphinha,Brazil,31,0,0,0
Raul Jimenez,Mexico,1,1,1,0
Raul Jimenez,Mexico,28,0,0,0
Raul Jimenez,Mexico,79,0,0,0
Raul Jimenez,Mexico,92,0,0,0
Raul Rangel,Mexico,1,0,0,2
Raul Rangel,Mexico,28,0,12,2
Raul Rangel,Mexico,53,0,7,1
Raul Rangel,Mexico,79,0,7,1
Raul Rangel,Mexico,92,0,11,2
Rayan,Brazil,31,0,1,0
Rayan,Brazil,52,2,3,0
Rayan,Brazil,74,2,3,0
Rayan,Brazil,91,0,1,0
Rayan Aït-Nouri,Algeria,19,4,6,0
Rayan Aït-Nouri,Algeria,44,6,3,0
Rayan Aït-Nouri,Algeria,71,0,0,0
Rayan Aït-Nouri,Algeria,85,6,4,0
Rayan Cherki,France,17,0,3,0
Rayan Cherki,France,42,1,2,0
Rayan Cherki,France,61,0,2,0
Rayan Cherki,France,78,0,0,0
Rayan Cherki,France,90,0,0,0
Rayan Cherki,France,101,0,1,0
Rayan Cherki,France,103,0,3,0
Rebin Sulaka,Iraq,42,0,1,0
Rebin Sulaka,Iraq,62,0,1,0
Redouane Halhal,Morocco,51,1,4,0
Redouane Halhal,Morocco,89,0,6,0
Reece James,England,22,0,1,0
Reece James,England,46,2,7,0
Reece James,England,99,2,0,0
Reece James,England,102,1,1,0
Reece James,England,103,1,0,0
Relebohile Mofokeng,South Africa,25,0,1,0
Relebohile Mofokeng,South Africa,54,2,3,0
Relebohile Mofokeng,South Africa,73,1,0,0
Remo Freuler,Switzerland,5,1,2,0
Remo Freuler,Switzerland,26,2,2,0
Remo Freuler,Switzerland,50,2,2,0
Remo Freuler,Switzerland,85,1,4,0
Remo Freuler,Switzerland,96,1,8,0
Remo Freuler,Switzerland,100,3,3,0
Renato Veiga,Portugal,21,2,4,0
Renato Veiga,Portugal,45,0,4,0
Renato Veiga,Portugal,69,1,1,0
Renato Veiga,Portugal,84,0,4,0
Renato Veiga,Portugal,93,1,3,0
Ricardo Ade,Haiti,7,0,4,0
Ricardo Ade,Haiti,31,2,4,0
Ricardo Ade,Haiti,51,3,3,0
Ricardo Pepi,USA,4,1,0,0
Ricardo Pepi,USA,29,0,4,0
Ricardo Pepi,USA,60,0,0,0
Ricardo Pepi,USA,82,0,1,0
Ricardo Pepi,USA,94,1,0,0
Ricardo Rodriguez,Switzerland,5,0,7,0
Ricardo Rodríguez,Switzerland,26,3,6,0
Ricardo Rodriguez,Switzerland,50,3,3,0
Ricardo Rodriguez,Switzerland,85,2,5,0
Ricardo Rodriguez,Switzerland,96,1,0,0
Ricardo Rodriguez,Switzerland,100,2,1,0
Richard Ríos,Colombia,24,0,1,0
Richard Ríos,Colombia,48,1,0,0
Richard Ríos,Colombia,69,1,2,0
Richard Ríos,Colombia,88,2,2,0
Richard Ríos,Colombia,96,0,2,0
Richie Laryea,Canada,3,5,4,0
Richie Laryea,Canada,27,0,7,0
Richie Laryea,Canada,50,0,4,0
Richie Laryea,Canada,73,4,2,0
Richie Laryea,Canada,89,1,3,0
Riechedly Bazoer,Curaçao,9,1,1,0
Ritsu Doan,Japan,10,1,1,0
Ritsu Doan,Japan,36,1,2,0
Ritsu Doan,Japan,57,0,3,0
Ritsu Doan,Japan,74,2,3,0
Riyad Mahrez,Algeria,19,0,2,0
Riyad Mahrez,Algeria,44,2,1,0
Riyad Mahrez,Algeria,71,2,3,0
Riyad Mahrez,Algeria,85,0,1,0
Roberto Alvarado,Mexico,1,4,0,0
Roberto Alvarado,Mexico,28,1,2,0
Roberto Alvarado,Mexico,53,1,4,0
Roberto Alvarado,Mexico,79,0,3,0
Roberto Alvarado,Mexico,92,2,1,0
Robin Hranac,Czechia,2,0,1,0
Robin Hranac,Czechia,25,1,0,0
Robin Hranac,Czechia,53,0,1,0
Rodri,Spain,13,2,3,0
Rodri,Spain,37,2,8,0
Rodri,Spain,64,5,6,0
Rodri,Spain,83,5,6,0
Rodri,Spain,93,4,7,0
Rodri,Spain,98,1,2,0
Rodri,Spain,101,4,2,0
Rodri,Spain,104,4,6,0
Rodrigo Aguirre,Uruguay,15,0,0,0
Rodrigo Bentancur,Uruguay,15,1,11,0
Rodrigo Bentancur,Uruguay,39,2,8,0
Rodrigo Bentancur,Uruguay,64,3,10,0
Rodrigo De Paul,Argentina,19,3,7,0
Rodrigo De Paul,Argentina,41,1,3,0
Rodrigo De Paul,Argentina,87,1,2,0
Rodrigo De Paul,Argentina,95,1,4,0
Rodrigo De Paul,Argentina,100,0,5,0
Rodrigo De Paul,Argentina,102,0,4,0
Rodrigo De Paul,Argentina,104,0,3,0
Roger Ibanez,Brazil,6,2,2,0
Romano Schmid,Austria,20,1,4,0
Romano Schmid,Austria,41,3,4,0
Romano Schmid,Austria,71,0,6,0
Romano Schmid,Austria,83,1,6,0
Romelu Lukaku,Belgium,14,0,0,0
Romelu Lukaku,Belgium,38,0,1,0
Romelu Lukaku,Belgium,66,0,0,0
Romelu Lukaku,Belgium,81,0,1,0
Romelu Lukaku,Belgium,94,0,1,0
Romelu Lukaku,Belgium,98,0,0,0
Ronwen Williams,South Africa,1,0,0,2
Ronwen Williams,South Africa,25,0,3,2
Ronwen Williams,South Africa,54,0,5,2
Ronwen Williams,South Africa,73,0,5,5
Roshon van Eijma,Curaçao,35,1,0,0
Ross Stewart,Scotland,30,0,0,0
Rúben Dias,Portugal,45,2,3,0
Rúben Dias,Portugal,69,0,2,0
Rúben Dias,Portugal,84,3,2,0
Rúben Dias,Portugal,93,0,4,0
Rúben Neves,Portugal,69,0,1,0
Rúben Neves,Portugal,84,0,1,0
Ruben Providence,Haiti,7,1,3,0
Ruben Providence,Haiti,31,0,3,0
Ruben Providence,Haiti,51,5,3,0
Ruben Vargas,Switzerland,5,1,2,0
Rubén Vargas,Switzerland,26,1,0,0
Ruben Vargas,Switzerland,50,1,2,0
Ruben Vargas,Switzerland,85,1,2,0
Ruben Vargas,Switzerland,96,1,1,0
Ruben Vargas,Switzerland,100,0,0,0
Rustam Ashurmatov,Uzbekistan,24,0,3,0
Rustam Ashurmatov,Uzbekistan,45,2,2,0
Rustam Ashurmatov,Uzbekistan,70,0,2,0
Ryan Christie,Scotland,7,3,3,0
Ryan Christie,Scotland,30,1,4,0
Ryan Christie,Scotland,52,1,1,0
Ryan Gravenberch,Netherlands,10,0,2,0
Ryan Gravenberch,Netherlands,33,3,4,0
Ryan Gravenberch,Netherlands,58,1,3,0
Ryan Gravenberch,Netherlands,76,0,5,0
Ryan Mendes,Cape Verde,13,2,3,0
Ryan Mendes,Cape Verde,39,0,4,0
Ryan Mendes,Cape Verde,63,2,7,0
Ryan Mendes,Cape Verde,87,1,1,0
Ryan Thomas,New Zealand,16,0,0,0
Ryan Thomas,New Zealand,40,1,1,0
Ryan Thomas,New Zealand,66,2,1,0
Saad Al Rousan,Jordan,20,0,0,0
Sadio Mané,Senegal,17,0,4,0
Sadio Mané,Senegal,43,3,2,0
Sadio Mané,Senegal,62,0,4,0
Sadio Mané,Senegal,81,1,4,0
Saeid Ezatolahi,Iran,16,1,5,0
Saeid Ezatolahi,Iran,38,3,5,0
Saeid Ezatolahi,Iran,65,2,6,0
Saleem Obaid,Jordan,20,1,0,0
Saleem Obaid,Jordan,44,1,0,0
Saleem Obaid,Jordan,72,0,1,0
Saleh Hardani,Iran,38,0,1,0
Saleh Hardani,Iran,65,2,1,0
Salem Al-Dawsari,Saudi Arabia,15,1,4,0
Salem Al-Dawsari,Saudi Arabia,37,2,2,0
Salem Al-Dawsari,Saudi Arabia,63,2,4,0
Salih Ozcan,Turkiye,8,0,1,0
Salih Ozcan,Türkiye,60,3,6,0
Saman Ghoddos,Iran,16,3,2,0
Saman Ghoddos,Iran,38,3,4,0
Saman Ghoddos,Iran,65,1,2,0
Samed Bazdar,Bosnia and Herzegovina,3,1,2,0
Samir El Mourabet,Morocco,6,0,0,0
Samir El Mourabet,Morocco,30,0,1,0
Samir El Mourabet,Morocco,51,1,0,0
Samir El Mourabet,Morocco,76,0,5,0
Samir El Mourabet,Morocco,89,0,0,0
Samir Sophian Chergui,Algeria,71,0,0,0
Samú Costa,Portugal,69,1,1,0
Samuel Moutoussamy,DR Congo,21,2,4,0
Samuel Moutoussamy,DR Congo,48,2,1,0
Samuel Moutoussamy,DR Congo,70,5,2,0
Samuel Moutoussamy,DR Congo,80,5,1,0
Sander Berge,Norway,18,1,10,0
Sander Berge,Norway,43,1,6,0
Sander Berge,Norway,77,4,4,0
Sander Berge,Norway,91,0,3,0
Sander Berge,Norway,99,0,7,0
Santiago Arias,Colombia,69,3,3,0
Santiago Gimenez,Mexico,28,0,0,0
Santiago Gimenez,Mexico,53,0,0,0
Santiago Gimenez,Mexico,79,0,0,0
Santiago Gimenez,Mexico,92,0,0,0
Sarpreet Singh,New Zealand,16,1,7,0
Sarpreet Singh,New Zealand,40,0,1,0
Sarpreet Singh,New Zealand,66,0,0,0
Saša Kalajdžić,Austria,20,0,0,0
Saša Kalajdžić,Austria,71,0,0,0
Saša Kalajdžić,Austria,83,1,1,0
Saud Abdulhamid,Saudi Arabia,15,5,3,0
Saud Abdulhamid,Saudi Arabia,37,2,4,0
Saud Abdulhamid,Saudi Arabia,63,4,5,0
Scott McKenna,Scotland,52,0,0,0
Scott McTominay,Scotland,7,0,5,0
Scott McTominay,Scotland,30,1,3,0
Scott McTominay,Scotland,52,1,2,0
Sead Kolasinac,Bosnia and Herzegovina,3,2,2,0
Sead Kolasinac,Bosnia and Herzegovina,26,3,4,0
Sead Kolasinac,Bosnia and Herzegovina,49,1,6,0
Sead Kolasinac,Bosnia and Herzegovina,82,2,0,0
Sebastian Berhalter,USA,4,0,2,0
Sebastian Berhalter,USA,29,0,1,0
Sebastian Berhalter,USA,60,2,8,0
Sebastian Berhalter,USA,82,0,0,0
Sebastian Berhalter,USA,94,1,0,0
Sebastián Cáceres,Uruguay,15,0,2,0
Sebastián Cáceres,Uruguay,39,1,3,0
Sebastián Cáceres,Uruguay,64,0,3,0
Sebastian Tounekti,Tunisia,12,0,0,0
Sebastian Tounekti,Tunisia,36,0,1,0
Sebastian Tounekti,Tunisia,58,0,0,0
Seko Fofana,Ivory Coast,11,0,4,0
Seko Fofana,Ivory Coast,34,0,1,0
Senne Lammens,Belgium,98,0,2,2
Sergino Dest,USA,4,0,3,0
Sergino Dest,USA,29,0,3,0
Sergino Dest,USA,60,0,0,0
Sergino Dest,USA,82,1,2,0
Sergino Dest,USA,94,0,3,0
Sergio Rochet,Uruguay,64,0,6,0
Seung Ho Paik,South Korea,2,0,1,0
Seung Ho Paik,South Korea,28,1,2,0
Seung Ho Paik,South Korea,54,0,0,0
Shahriar Moghanlou,Iran,16,2,4,0
Shahriar Moghanlou,Iran,38,1,1,0
Shahriar Moghanlou,Iran,65,1,0,0
Sherel Constancio Floranus,Curaçao,9,3,4,0
Sherel Constancio Floranus,Curaçao,35,3,5,0
Sherel Constancio Floranus,Curaçao,55,3,7,0
Sherzod Esanov,Uzbekistan,45,0,0,0
Sherzod Nasrullaev,Uzbekistan,24,0,0,0
Sherzod Nasrullaev,Uzbekistan,45,0,2,0
Sherzod Nasrullaev,Uzbekistan,70,2,5,0
Shogo Taniguchi,Japan,10,0,2,0
Shogo Taniguchi,Japan,57,0,0,0
Shogo Taniguchi,Japan,74,0,3,0
Shoja Khalilzadeh,Iran,16,2,5,0
Shoja Khalilzadeh,Iran,38,3,2,0
Shoja Khalilzadeh,Iran,65,1,5,0
Shurandy Sambo,Curaçao,55,0,1,0
Shuto Machino,Japan,74,0,0,0
Sidny Lopes Cabral,Cape Verde,13,2,5,0
Sidny Lopes Cabral,Cape Verde,39,2,2,0
Sidny Lopes Cabral,Cape Verde,87,1,5,0
Silvan Widmer,Switzerland,26,0,3,0
Silvan Widmer,Switzerland,50,0,0,0
Silvan Widmer,Switzerland,85,1,0,0
Silvan Widmer,Switzerland,96,2,2,0
Silvan Widmer,Switzerland,100,1,2,0
Simon Adingra,Ivory Coast,34,0,2,0
Simon Banza,DR Congo,21,0,0,0
Simon Banza,DR Congo,48,1,1,0
Siphephelo Sithole,South Africa,1,0,0,0
Siphephelo Sithole,South Africa,54,0,6,0
Siphephelo Sithole,South Africa,73,8,10,0
Sofyan Amrabat,Morocco,51,2,5,0
Sofyan Amrabat,Morocco,89,0,1,0
Sofyan Amrabat,Morocco,97,1,1,0
Son Heung-min,South Korea,2,0,0,0
Son Heung-min,South Korea,28,1,3,0
Son Heung-min,South Korea,54,0,4,0
Sondre Langås,Norway,61,0,0,0
Sontje Hansen,Curaçao,9,1,2,0
Soufiane Rahimi,Morocco,6,1,1,0
Soufiane Rahimi,Morocco,30,0,0,0
Soufiane Rahimi,Morocco,51,0,0,0
Soufiane Rahimi,Morocco,76,0,1,0
Soufiane Rahimi,Morocco,89,2,1,0
Soufiane Rahimi,Morocco,97,0,1,0
Stefan Posch,Austria,20,1,4,0
Stefan Posch,Austria,41,0,1,0
Stefan Posch,Austria,71,0,2,0
Stefan Posch,Austria,83,3,0,0
Stepan Chaloupek,Czechia,2,1,2,0
Stephen Eustaquio,Canada,3,1,9,0
Stephen Eustaquio,Canada,27,3,3,0
Stephen Eustaquio,Canada,50,0,1,0
Stephen Eustaquio,Canada,73,3,8,0
Stephen Eustaquio,Canada,89,4,5,0
Steve Kapuadi,DR Congo,21,1,1,0
Steve Kapuadi,DR Congo,48,0,5,0
Steven Moreira,Cape Verde,13,0,0,0
Steven Moreira,Cape Verde,39,3,3,0
Steven Moreira,Cape Verde,63,0,0,0
Steven Moreira,Cape Verde,87,0,2,0
Stjepan Radeljic,Bosnia and Herzegovina,49,0,2,0
Stjepan Radeljic,Bosnia and Herzegovina,82,3,3,0
Sultan Al-Brake,Qatar,27,1,0,0
Sultan Al-Brake,Qatar,49,1,3,0
Sultan Mandash,Saudi Arabia,63,8,1,0
Taha Abdi Ali,Sweden,33,0,0,0
Taha Abdi Ali,Sweden,78,0,1,0
Tahith Chong,Curaçao,9,0,4,0
Tahith Chong,Curaçao,55,2,3,0
Tajon Buchanan,Canada,3,1,3,0
Tajon Buchanan,Canada,27,2,0,0
Tajon Buchanan,Canada,50,2,3,0
Tajon Buchanan,Canada,73,1,3,0
Tajon Buchanan,Canada,89,1,6,0
Takefusa Kubo,Japan,10,0,2,0
Takehiro Tomiyasu,Japan,10,1,1,0
Takehiro Tomiyasu,Japan,36,1,2,0
Takehiro Tomiyasu,Japan,74,0,0,0
Tani Oluwaseyi,Canada,3,0,2,0
Tani Oluwaseyi,Canada,27,0,1,0
Tani Oluwaseyi,Canada,50,1,0,0
Tani Oluwaseyi,Canada,73,1,2,0
Tani Oluwaseyi,Canada,89,3,3,0
Tarik Muharemovic,Bosnia and Herzegovina,3,1,6,0
Tarik Muharemovic,Bosnia and Herzegovina,26,0,3,0
Tarik Muharemovic,Bosnia and Herzegovina,82,0,2,0
Teboho Mokoena,South Africa,1,0,0,0
Teboho Mokoena,South Africa,25,2,8,0
Teboho Mokoena,South Africa,73,2,4,0
Telmo Arcanjo,Cape Verde,13,0,0,0
Telmo Arcanjo,Cape Verde,39,0,1,0
Tete Yengi,Australia,8,2,1,0
Tete Yengi,Australia,59,0,0,0
Teun Koopmeiners,Netherlands,10,1,0,0
Teun Koopmeiners,Netherlands,33,1,2,0
Teun Koopmeiners,Netherlands,58,0,0,0
Teun Koopmeiners,Netherlands,76,2,1,0
Thalente Mbatha,South Africa,1,2,0,0
Thalente Mbatha,South Africa,25,3,2,0
Thalente Mbatha,South Africa,54,1,4,0
Thalente Mbatha,South Africa,73,0,3,0
Thapelo Maseko,South Africa,25,1,3,0
Thapelo Maseko,South Africa,54,1,3,0
Thapelo Maseko,South Africa,73,4,5,0
Thelo Aasgaard,Norway,61,3,4,0
Themba Zwane,South Africa,1,0,0,0
Théo Bongonda,DR Congo,70,0,1,0
Théo Bongonda,DR Congo,80,0,1,0
Theo Hernández,France,17,2,5,0
Theo Hernández,France,61,0,6,0
Theo Hernández,France,78,0,1,0
Theo Hernández,France,101,0,3,0
Theo Hernández,France,103,0,3,0
Thiago Almada,Argentina,19,2,4,0
Thiago Almada,Argentina,41,3,4,0
Thiago Almada,Argentina,72,0,1,0
Thiago Almada,Argentina,87,0,3,0
Thiago Almada,Argentina,100,0,0,0
Thibaut Courtois,Belgium,14,0,9,2
Thibaut Courtois,Belgium,38,0,8,3
Thibaut Courtois,Belgium,66,0,8,1
Thibaut Courtois,Belgium,81,0,15,3
Thibaut Courtois,Belgium,94,0,6,1
Thibaut Courtois,Belgium,98,0,4,4
Thomas Meunier,Belgium,14,1,1,0
Thomas Meunier,Belgium,38,2,4,0
Thomas Meunier,Belgium,81,0,1,0
Thomas Partey,Ghana,46,4,0,0
Thomas Partey,Ghana,67,0,4,0
Thomas Partey,Ghana,88,0,6,0
Tijjani Reijnders,Netherlands,10,0,0,0
Tijjani Reijnders,Netherlands,33,0,2,0
Tijjani Reijnders,Netherlands,58,0,7,0
Tim Payne,New Zealand,16,1,2,0
Tim Payne,New Zealand,40,2,4,0
Tim Payne,New Zealand,66,1,3,0
Tim Ream,USA,4,1,5,0
Tim Ream,USA,29,0,3,0
Tim Ream,USA,82,0,3,0
Tim Ream,USA,94,0,6,0
Tim Weah,USA,4,0,1,0
Tim Weah,USA,60,0,1,0
Timothy Castagne,Belgium,14,4,1,0
